carnet,nombre,carrera,departamento,promedio
EST099592,Estudiante 99592,Arquitectura,Sonsonate,5.76
EST099593,Estudiante 99593,Contaduria,Sonsonate,7.57
EST099594,Estudiante 99594,Ingeniería Industrial,Sonsonate,9.23
EST099595,Estudiante 99595,Arquitectura,Santa Ana,8.49
EST099596,Estudiante 99596,Arquitectura,La Libertad,5.0
EST099597,Estudiante 99597,Ingeniería de Sistemas,Sonsonate,9.75
EST099598,Estudiante 99598,Ingeniería de Sistemas,San Salvador,7.06
EST099599,Estudiante 99599,Administracion,La Libertad,8.91
EST099600,Estudiante 99600,Arquitectura,Sonsonate,5.11
EST099601,Estudiante 99601,Administracion,San Miguel,9.04
EST099602,Estudiante 99602,Ingeniería Industrial,San Salvador,8.57
EST099603,Estudiante 99603,Arquitectura,Santa Ana,9.76
EST099604,Estudiante 99604,Ingeniería de Sistemas,San Salvador,6.72
EST099605,Estudiante 99605,Arquitectura,San Salvador,8.35
EST099606,Estudiante 99606,Ingeniería de Sistemas,San Salvador,8.67
EST099607,Estudiante 99607,Contaduria,Santa Ana,5.83
EST099608,Estudiante 99608,Ingeniería Industrial,San Miguel,7.7
EST099609,Estudiante 99609,Ingeniería de Sistemas,San Salvador,6.47
EST099610,Estudiante 99610,Ingeniería de Sistemas,Santa Ana,8.75
EST099611,Estudiante 99611,Arquitectura,San Salvador,5.83
EST099612,Estudiante 99612,Administracion,Santa Ana,9.2
EST099613,Estudiante 99613,Ingeniería Industrial,San Salvador,6.22
EST099614,Estudiante 99614,Arquitectura,La Libertad,8.23
EST099615,Estudiante 99615,Contaduria,San Salvador,8.66
EST099616,Estudiante 99616,Ingeniería Industrial,La Libertad,8.86
EST099617,Estudiante 99617,Ingeniería Industrial,Sonsonate,5.06
EST099618,Estudiante 99618,Administracion,San Salvador,8.19
EST099619,Estudiante 99619,Ingeniería Industrial,La Libertad,6.88
EST099620,Estudiante 99620,Administracion,La Libertad,7.17
EST099621,Estudiante 99621,Contaduria,San Salvador,9.05
EST099622,Estudiante 99622,Administracion,Sonsonate,5.96
EST099623,Estudiante 99623,Administracion,Sonsonate,5.91
EST099624,Estudiante 99624,Arquitectura,La Libertad,9.63
EST099625,Estudiante 99625,Ingeniería Industrial,La Libertad,7.05
EST099626,Estudiante 99626,Ingeniería de Sistemas,San Salvador,5.55
EST099627,Estudiante 99627,Ingeniería Industrial,La Libertad,9.15
EST099628,Estudiante 99628,Ingeniería Industrial,Sonsonate,7.52
EST099629,Estudiante 99629,Administracion,Sonsonate,9.21
EST099630,Estudiante 99630,Contaduria,Sonsonate,9.45
EST099631,Estudiante 99631,Ingeniería de Sistemas,Sonsonate,5.12
EST099632,Estudiante 99632,Administracion,San Salvador,5.96
EST099633,Estudiante 99633,Arquitectura,San Salvador,8.26
EST099634,Estudiante 99634,Ingeniería de Sistemas,Sonsonate,8.93
EST099635,Estudiante 99635,Administracion,La Libertad,6.64
EST099636,Estudiante 99636,Administracion,La Libertad,6.68
EST099637,Estudiante 99637,Contaduria,San Salvador,9.33
EST099638,Estudiante 99638,Ingeniería Industrial,La Libertad,9.26
EST099639,Estudiante 99639,Administracion,San Miguel,5.77
EST099640,Estudiante 99640,Ingeniería Industrial,Sonsonate,9.71
EST099641,Estudiante 99641,Contaduria,San Salvador,5.77
EST099642,Estudiante 99642,Ingeniería Industrial,San Salvador,7.68
EST099643,Estudiante 99643,Ingeniería de Sistemas,La Libertad,7.99
EST099644,Estudiante 99644,Administracion,La Libertad,6.54
EST099645,Estudiante 99645,Ingeniería de Sistemas,San Salvador,8.15
EST099646,Estudiante 99646,Administracion,La Libertad,9.78
EST099647,Estudiante 99647,Arquitectura,San Salvador,8.14
EST099648,Estudiante 99648,Arquitectura,San Miguel,7.94
EST099649,Estudiante 99649,Administracion,La Libertad,8.36
EST099650,Estudiante 99650,Ingeniería Industrial,San Salvador,5.09
EST099651,Estudiante 99651,Arquitectura,Sonsonate,5.82
EST099652,Estudiante 99652,Contaduria,San Salvador,7.39
EST099653,Estudiante 99653,Administracion,Sonsonate,9.31
EST099654,Estudiante 99654,Contaduria,San Miguel,5.4
EST099655,Estudiante 99655,Contaduria,Santa Ana,5.52
EST099656,Estudiante 99656,Ingeniería Industrial,Santa Ana,8.64
EST099657,Estudiante 99657,Contaduria,San Miguel,9.21
EST099658,Estudiante 99658,Contaduria,San Miguel,9.41
EST099659,Estudiante 99659,Ingeniería Industrial,La Libertad,7.7
EST099660,Estudiante 99660,Ingeniería de Sistemas,Sonsonate,5.38
EST099661,Estudiante 99661,Ingeniería Industrial,San Miguel,6.46
EST099662,Estudiante 99662,Ingeniería de Sistemas,La Libertad,7.19
EST099663,Estudiante 99663,Ingeniería de Sistemas,Santa Ana,5.11
EST099664,Estudiante 99664,Arquitectura,Sonsonate,6.71
EST099665,Estudiante 99665,Administracion,Santa Ana,5.19
EST099666,Estudiante 99666,Administracion,San Miguel,8.67
EST099667,Estudiante 99667,Ingeniería Industrial,San Miguel,8.36
EST099668,Estudiante 99668,Ingeniería de Sistemas,Santa Ana,5.21
EST099669,Estudiante 99669,Arquitectura,La Libertad,5.4
EST099670,Estudiante 99670,Arquitectura,San Miguel,5.89
EST099671,Estudiante 99671,Ingeniería Industrial,San Miguel,8.83
EST099672,Estudiante 99672,Ingeniería Industrial,Sonsonate,9.35
EST099673,Estudiante 99673,Arquitectura,Santa Ana,7.41
EST099674,Estudiante 99674,Ingeniería Industrial,San Salvador,6.96
EST099675,Estudiante 99675,Administracion,La Libertad,5.89
EST099676,Estudiante 99676,Ingeniería Industrial,La Libertad,7.49
EST099677,Estudiante 99677,Arquitectura,Sonsonate,9.42
EST099678,Estudiante 99678,Administracion,San Miguel,9.32
EST099679,Estudiante 99679,Ingeniería Industrial,Santa Ana,5.12
EST099680,Estudiante 99680,Contaduria,San Salvador,9.13
EST099681,Estudiante 99681,Ingeniería Industrial,Santa Ana,5.89
EST099682,Estudiante 99682,Contaduria,San Salvador,5.87
EST099683,Estudiante 99683,Contaduria,La Libertad,9.72
EST099684,Estudiante 99684,Ingeniería de Sistemas,Santa Ana,5.39
EST099685,Estudiante 99685,Ingeniería Industrial,Sonsonate,9.19
EST099686,Estudiante 99686,Ingeniería Industrial,La Libertad,8.83
EST099687,Estudiante 99687,Ingeniería Industrial,Sonsonate,5.96
EST099688,Estudiante 99688,Ingeniería Industrial,San Salvador,8.41
EST099689,Estudiante 99689,Contaduria,La Libertad,9.12
EST099690,Estudiante 99690,Administracion,San Salvador,9.72
EST099691,Estudiante 99691,Ingeniería de Sistemas,La Libertad,6.84
EST099692,Estudiante 99692,Ingeniería de Sistemas,Santa Ana,8.7
EST099693,Estudiante 99693,Contaduria,San Miguel,9.0
EST099694,Estudiante 99694,Ingeniería de Sistemas,Santa Ana,7.27
EST099695,Estudiante 99695,Administracion,Santa Ana,8.88
EST099696,Estudiante 99696,Arquitectura,La Libertad,7.11
EST099697,Estudiante 99697,Ingeniería de Sistemas,La Libertad,5.27
EST099698,Estudiante 99698,Ingeniería de Sistemas,Santa Ana,9.82
EST099699,Estudiante 99699,Administracion,San Miguel,6.19
EST099700,Estudiante 99700,Arquitectura,San Miguel,8.65
EST099701,Estudiante 99701,Ingeniería Industrial,Santa Ana,5.95
EST099702,Estudiante 99702,Ingeniería de Sistemas,Sonsonate,7.46
EST099703,Estudiante 99703,Arquitectura,La Libertad,8.16
EST099704,Estudiante 99704,Contaduria,Sonsonate,7.44
EST099705,Estudiante 99705,Ingeniería Industrial,Santa Ana,8.04
EST099706,Estudiante 99706,Ingeniería de Sistemas,La Libertad,9.95
EST099707,Estudiante 99707,Ingeniería de Sistemas,Sonsonate,7.61
EST099708,Estudiante 99708,Administracion,Sonsonate,5.38
EST099709,Estudiante 99709,Ingeniería Industrial,Sonsonate,5.55
EST099710,Estudiante 99710,Ingeniería Industrial,La Libertad,9.17
EST099711,Estudiante 99711,Ingeniería de Sistemas,Sonsonate,9.17
EST099712,Estudiante 99712,Ingeniería de Sistemas,San Salvador,6.86
EST099713,Estudiante 99713,Administracion,Santa Ana,9.54
EST099714,Estudiante 99714,Administracion,Santa Ana,9.59
EST099715,Estudiante 99715,Arquitectura,San Salvador,6.81
EST099716,Estudiante 99716,Ingeniería Industrial,La Libertad,7.12
EST099717,Estudiante 99717,Ingeniería de Sistemas,San Miguel,5.58
EST099718,Estudiante 99718,Ingeniería de Sistemas,San Salvador,5.36
EST099719,Estudiante 99719,Arquitectura,Santa Ana,8.63
EST099720,Estudiante 99720,Ingeniería de Sistemas,Santa Ana,6.41
EST099721,Estudiante 99721,Administracion,Santa Ana,9.66
EST099722,Estudiante 99722,Contaduria,Santa Ana,8.68
EST099723,Estudiante 99723,Arquitectura,La Libertad,8.63
EST099724,Estudiante 99724,Contaduria,San Salvador,6.91
EST099725,Estudiante 99725,Administracion,San Salvador,6.57
EST099726,Estudiante 99726,Ingeniería Industrial,San Salvador,9.38
EST099727,Estudiante 99727,Administracion,Sonsonate,5.55
EST099728,Estudiante 99728,Ingeniería de Sistemas,Santa Ana,5.59
EST099729,Estudiante 99729,Administracion,La Libertad,7.11
EST099730,Estudiante 99730,Administracion,San Miguel,5.32
EST099731,Estudiante 99731,Arquitectura,Santa Ana,7.1
EST099732,Estudiante 99732,Ingeniería Industrial,San Miguel,9.32
EST099733,Estudiante 99733,Arquitectura,Sonsonate,8.89
EST099734,Estudiante 99734,Ingeniería de Sistemas,La Libertad,7.26
EST099735,Estudiante 99735,Ingeniería de Sistemas,San Miguel,7.0
EST099736,Estudiante 99736,Arquitectura,Santa Ana,8.66
EST099737,Estudiante 99737,Contaduria,La Libertad,6.95
EST099738,Estudiante 99738,Ingeniería de Sistemas,La Libertad,8.49
EST099739,Estudiante 99739,Ingeniería Industrial,Sonsonate,9.76
EST099740,Estudiante 99740,Ingeniería Industrial,Sonsonate,5.21
EST099741,Estudiante 99741,Ingeniería de Sistemas,San Miguel,8.37
EST099742,Estudiante 99742,Ingeniería Industrial,San Miguel,7.74
EST099743,Estudiante 99743,Ingeniería Industrial,San Salvador,5.58
EST099744,Estudiante 99744,Administracion,San Salvador,6.1
EST099745,Estudiante 99745,Ingeniería Industrial,Sonsonate,9.39
EST099746,Estudiante 99746,Ingeniería de Sistemas,Sonsonate,7.4
EST099747,Estudiante 99747,Ingeniería Industrial,Sonsonate,7.89
EST099748,Estudiante 99748,Ingeniería Industrial,La Libertad,8.28
EST099749,Estudiante 99749,Administracion,Santa Ana,9.86
EST099750,Estudiante 99750,Administracion,Sonsonate,8.32
EST099751,Estudiante 99751,Ingeniería Industrial,San Salvador,9.8
EST099752,Estudiante 99752,Ingeniería de Sistemas,La Libertad,8.35
EST099753,Estudiante 99753,Contaduria,San Miguel,8.09
EST099754,Estudiante 99754,Arquitectura,San Miguel,5.91
EST099755,Estudiante 99755,Contaduria,Santa Ana,9.05
EST099756,Estudiante 99756,Ingeniería de Sistemas,Santa Ana,7.4
EST099757,Estudiante 99757,Arquitectura,San Miguel,7.15
EST099758,Estudiante 99758,Ingeniería Industrial,Sonsonate,7.21
EST099759,Estudiante 99759,Arquitectura,San Miguel,9.44
EST099760,Estudiante 99760,Ingeniería de Sistemas,La Libertad,7.82
EST099761,Estudiante 99761,Ingeniería Industrial,La Libertad,5.2
EST099762,Estudiante 99762,Administracion,La Libertad,7.0
EST099763,Estudiante 99763,Arquitectura,La Libertad,7.93
EST099764,Estudiante 99764,Contaduria,San Salvador,7.03
EST099765,Estudiante 99765,Administracion,Sonsonate,8.12
EST099766,Estudiante 99766,Administracion,La Libertad,8.2
EST099767,Estudiante 99767,Ingeniería Industrial,San Salvador,8.31
EST099768,Estudiante 99768,Arquitectura,San Salvador,8.3
EST099769,Estudiante 99769,Contaduria,San Salvador,8.87
EST099770,Estudiante 99770,Administracion,Santa Ana,7.79
EST099771,Estudiante 99771,Ingeniería Industrial,La Libertad,6.64
EST099772,Estudiante 99772,Administracion,San Miguel,9.61
EST099773,Estudiante 99773,Ingeniería Industrial,La Libertad,7.01
EST099774,Estudiante 99774,Arquitectura,La Libertad,7.12
EST099775,Estudiante 99775,Ingeniería de Sistemas,Santa Ana,9.15
EST099776,Estudiante 99776,Administracion,La Libertad,9.78
EST099777,Estudiante 99777,Arquitectura,San Miguel,9.53
EST099778,Estudiante 99778,Ingeniería Industrial,Santa Ana,5.19
EST099779,Estudiante 99779,Arquitectura,San Miguel,6.41
EST099780,Estudiante 99780,Contaduria,San Salvador,7.03
EST099781,Estudiante 99781,Ingeniería de Sistemas,La Libertad,7.59
EST099782,Estudiante 99782,Administracion,San Salvador,8.26
EST099783,Estudiante 99783,Contaduria,La Libertad,7.14
EST099784,Estudiante 99784,Ingeniería de Sistemas,Sonsonate,7.29
EST099785,Estudiante 99785,Contaduria,San Salvador,10.0
EST099786,Estudiante 99786,Contaduria,Sonsonate,8.12
EST099787,Estudiante 99787,Ingeniería de Sistemas,La Libertad,7.73
EST099788,Estudiante 99788,Arquitectura,San Salvador,5.64
EST099789,Estudiante 99789,Ingeniería Industrial,La Libertad,8.79
EST099790,Estudiante 99790,Arquitectura,San Salvador,6.53
EST099791,Estudiante 99791,Arquitectura,La Libertad,6.99
EST099792,Estudiante 99792,Ingeniería de Sistemas,San Salvador,7.63
EST099793,Estudiante 99793,Administracion,La Libertad,5.44
EST099794,Estudiante 99794,Ingeniería de Sistemas,San Salvador,8.62
EST099795,Estudiante 99795,Contaduria,San Salvador,9.37
EST099796,Estudiante 99796,Ingeniería Industrial,La Libertad,7.62
EST099797,Estudiante 99797,Arquitectura,San Salvador,9.56
EST099798,Estudiante 99798,Ingeniería de Sistemas,San Salvador,6.92
EST099799,Estudiante 99799,Contaduria,San Salvador,6.55
EST099800,Estudiante 99800,Contaduria,San Miguel,8.26
EST099801,Estudiante 99801,Arquitectura,La Libertad,6.54
EST099802,Estudiante 99802,Arquitectura,San Salvador,7.34
EST099803,Estudiante 99803,Administracion,La Libertad,5.44
EST099804,Estudiante 99804,Ingeniería Industrial,Sonsonate,7.38
EST099805,Estudiante 99805,Arquitectura,Sonsonate,5.84
EST099806,Estudiante 99806,Arquitectura,Santa Ana,8.89
EST099807,Estudiante 99807,Ingeniería Industrial,San Salvador,5.86
EST099808,Estudiante 99808,Contaduria,San Salvador,7.71
EST099809,Estudiante 99809,Ingeniería de Sistemas,San Salvador,5.37
EST099810,Estudiante 99810,Contaduria,La Libertad,7.18
EST099811,Estudiante 99811,Ingeniería Industrial,La Libertad,8.81
EST099812,Estudiante 99812,Contaduria,Santa Ana,8.27
EST099813,Estudiante 99813,Arquitectura,San Miguel,9.64
EST099814,Estudiante 99814,Ingeniería Industrial,Sonsonate,7.32
EST099815,Estudiante 99815,Contaduria,Santa Ana,6.85
EST099816,Estudiante 99816,Ingeniería Industrial,Sonsonate,7.04
EST099817,Estudiante 99817,Ingeniería Industrial,Santa Ana,8.86
EST099818,Estudiante 99818,Contaduria,San Miguel,9.62
EST099819,Estudiante 99819,Contaduria,San Miguel,8.95
EST099820,Estudiante 99820,Ingeniería Industrial,La Libertad,6.21
EST099821,Estudiante 99821,Ingeniería de Sistemas,Santa Ana,8.29
EST099822,Estudiante 99822,Administracion,San Miguel,7.52
EST099823,Estudiante 99823,Administracion,Santa Ana,5.92
EST099824,Estudiante 99824,Ingeniería de Sistemas,Sonsonate,6.35
EST099825,Estudiante 99825,Administracion,San Salvador,6.28
EST099826,Estudiante 99826,Administracion,San Salvador,8.62
EST099827,Estudiante 99827,Administracion,San Salvador,5.22
EST099828,Estudiante 99828,Contaduria,San Miguel,9.2
EST099829,Estudiante 99829,Ingeniería Industrial,La Libertad,9.23
EST099830,Estudiante 99830,Ingeniería Industrial,Santa Ana,8.45
EST099831,Estudiante 99831,Arquitectura,La Libertad,8.12
EST099832,Estudiante 99832,Arquitectura,La Libertad,6.93
EST099833,Estudiante 99833,Administracion,Santa Ana,5.0
EST099834,Estudiante 99834,Ingeniería de Sistemas,San Salvador,9.13
EST099835,Estudiante 99835,Arquitectura,Sonsonate,9.39
EST099836,Estudiante 99836,Administracion,San Miguel,6.23
EST099837,Estudiante 99837,Administracion,San Miguel,8.3
EST099838,Estudiante 99838,Ingeniería Industrial,Santa Ana,5.72
EST099839,Estudiante 99839,Arquitectura,La Libertad,7.73
EST099840,Estudiante 99840,Ingeniería de Sistemas,Santa Ana,5.35
EST099841,Estudiante 99841,Contaduria,La Libertad,8.97
EST099842,Estudiante 99842,Administracion,San Salvador,5.32
EST099843,Estudiante 99843,Contaduria,Sonsonate,6.34
EST099844,Estudiante 99844,Ingeniería Industrial,San Salvador,7.55
EST099845,Estudiante 99845,Ingeniería de Sistemas,Santa Ana,5.18
EST099846,Estudiante 99846,Ingeniería Industrial,La Libertad,9.86
EST099847,Estudiante 99847,Arquitectura,San Salvador,6.03
EST099848,Estudiante 99848,Administracion,San Miguel,6.84
EST099849,Estudiante 99849,Ingeniería de Sistemas,San Miguel,8.95
EST099850,Estudiante 99850,Ingeniería Industrial,La Libertad,6.39
EST099851,Estudiante 99851,Ingeniería de Sistemas,Sonsonate,9.5
EST099852,Estudiante 99852,Ingeniería de Sistemas,San Salvador,5.21
EST099853,Estudiante 99853,Arquitectura,Sonsonate,5.27
EST099854,Estudiante 99854,Administracion,La Libertad,9.02
EST099855,Estudiante 99855,Contaduria,San Miguel,9.64
EST099856,Estudiante 99856,Arquitectura,La Libertad,8.67
EST099857,Estudiante 99857,Arquitectura,San Miguel,9.74
EST099858,Estudiante 99858,Administracion,San Salvador,7.99
EST099859,Estudiante 99859,Ingeniería de Sistemas,San Miguel,6.37
EST099860,Estudiante 99860,Arquitectura,San Salvador,7.32
EST099861,Estudiante 99861,Ingeniería Industrial,La Libertad,6.7
EST099862,Estudiante 99862,Contaduria,Sonsonate,5.0
EST099863,Estudiante 99863,Ingeniería de Sistemas,La Libertad,8.79
EST099864,Estudiante 99864,Arquitectura,Santa Ana,8.13
EST099865,Estudiante 99865,Ingeniería Industrial,San Miguel,8.18
EST099866,Estudiante 99866,Contaduria,La Libertad,8.44
EST099867,Estudiante 99867,Ingeniería de Sistemas,La Libertad,6.34
EST099868,Estudiante 99868,Ingeniería de Sistemas,San Miguel,5.2
EST099869,Estudiante 99869,Arquitectura,Santa Ana,6.1
EST099870,Estudiante 99870,Ingeniería Industrial,San Salvador,6.11
EST099871,Estudiante 99871,Administracion,La Libertad,8.75
EST099872,Estudiante 99872,Ingeniería Industrial,Sonsonate,9.47
EST099873,Estudiante 99873,Ingeniería Industrial,La Libertad,6.72
EST099874,Estudiante 99874,Administracion,La Libertad,6.63
EST099875,Estudiante 99875,Ingeniería Industrial,San Salvador,6.66
EST099876,Estudiante 99876,Arquitectura,Santa Ana,5.32
EST099877,Estudiante 99877,Contaduria,La Libertad,9.96
EST099878,Estudiante 99878,Arquitectura,La Libertad,7.15
EST099879,Estudiante 99879,Contaduria,Sonsonate,9.71
EST099880,Estudiante 99880,Ingeniería Industrial,La Libertad,7.29
EST099881,Estudiante 99881,Arquitectura,Sonsonate,8.16
EST099882,Estudiante 99882,Administracion,La Libertad,9.1
EST099883,Estudiante 99883,Ingeniería Industrial,Sonsonate,6.12
EST099884,Estudiante 99884,Contaduria,San Miguel,5.23
EST099885,Estudiante 99885,Ingeniería de Sistemas,Santa Ana,9.14
EST099886,Estudiante 99886,Contaduria,San Salvador,8.82
EST099887,Estudiante 99887,Arquitectura,Santa Ana,8.56
EST099888,Estudiante 99888,Contaduria,La Libertad,6.9
EST099889,Estudiante 99889,Contaduria,Sonsonate,7.96
EST099890,Estudiante 99890,Contaduria,Santa Ana,8.21
EST099891,Estudiante 99891,Arquitectura,Santa Ana,9.38
EST099892,Estudiante 99892,Ingeniería Industrial,La Libertad,8.29
EST099893,Estudiante 99893,Arquitectura,San Salvador,7.66
EST099894,Estudiante 99894,Ingeniería Industrial,Santa Ana,9.32
EST099895,Estudiante 99895,Administracion,Sonsonate,5.53
EST099896,Estudiante 99896,Administracion,Sonsonate,9.35
EST099897,Estudiante 99897,Contaduria,Santa Ana,7.27
EST099898,Estudiante 99898,Arquitectura,Santa Ana,6.46
EST099899,Estudiante 99899,Arquitectura,La Libertad,5.08
EST099900,Estudiante 99900,Contaduria,San Salvador,7.08
EST099901,Estudiante 99901,Arquitectura,Santa Ana,5.13
EST099902,Estudiante 99902,Administracion,San Salvador,6.93
EST099903,Estudiante 99903,Contaduria,Santa Ana,7.19
EST099904,Estudiante 99904,Administracion,La Libertad,6.78
EST099905,Estudiante 99905,Administracion,La Libertad,6.99
EST099906,Estudiante 99906,Ingeniería de Sistemas,La Libertad,9.63
EST099907,Estudiante 99907,Administracion,Sonsonate,9.3
